fighter,stance,win_loss_ratio,average_rounds,average_time_seconds,most_common_method,height_inches,weight_lbs,height_meters,weight_kg
Dan Miller,Orthodox,1.1428571428571428,2.2666666666666666,229.0,U-DEC,73.0,185.0,1.85,83.91
Jim Miller,Southpaw,1.5294117647058822,2.302325581395349,218.0,U-DEC,68.0,155.0,1.73,70.31
Cole Miller,Orthodox,,,,None,73.0,145.0,1.85,65.77
Henry Miller,Southpaw,0.25,1.4,147.0,KO/TKO Punch,67.0,270.0,1.7,122.47
Micah Miller,Orthodox,0.6666666666666666,2.0,191.0,KO/TKO Punch,72.0,145.0,1.83,65.77
Aaron Miller,,,,,None,69.0,145.0,1.75,65.77
Mo Miller,Orthodox,,3.0,300.0,U-DEC,68.0,135.0,1.73,61.23
Eddy Millis,,0.0,1.0,125.0,SUB Rear Naked Choke,73.0,185.0,1.85,83.91
Che Mills,Orthodox,2.0,2.3333333333333335,209.0,Overturned,73.0,170.0,1.85,77.11
Adam Milstead,Orthodox,0.5,2.6666666666666665,259.0,S-DEC,75.0,205.0,1.91,92.99
Alberto Mina,Orthodox,3.0,2.25,233.0,KO/TKO Flying Knee,72.0,170.0,1.83,77.11
Vitaly Minakov,,,,,None,74.0,249.0,1.88,112.94
Darrick Minner,Orthodox,0.4,1.8571428571428572,170.0,U-DEC,67.0,145.0,1.7,65.77
Mike Minniger,,,,,None,,,,
Ikuhisa Minowa,Orthodox,1.3846153846153846,1.5483870967741935,198.0,U-DEC,69.0,181.0,1.75,82.1
Carlton Minus,Orthodox,0.0,3.0,300.0,U-DEC,70.0,170.0,1.78,77.11
Stipe Miocic,Orthodox,3.5,2.5555555555555554,204.0,KO/TKO Punch,76.0,240.0,1.93,108.86
Frank Mir,Southpaw,1.4545454545454546,1.5925925925925926,168.0,KO/TKO Punch,75.0,264.0,1.91,119.75
Juan Miranda,,0.0,2.0,103.0,SUB Anaconda Choke,,155.0,,70.31
Mario Miranda,Orthodox,0.3333333333333333,2.25,284.0,U-DEC,75.0,185.0,1.91,83.91
Vitor Miranda,Orthodox,0.75,2.4285714285714284,246.0,U-DEC,73.0,185.0,1.85,83.91
Damir Mirenic,Orthodox,0.0,1.0,286.0,KO/TKO Elbows,72.0,185.0,1.83,83.91
Kazuo Misaki,Orthodox,1.2,2.090909090909091,337.0,U-DEC,68.0,183.0,1.73,83.01
Toby Misech,Southpaw,0.0,3.0,300.0,U-DEC,68.0,145.0,1.73,65.77
Dokonjonosuke Mishima,Southpaw,0.5,1.6666666666666667,247.0,SUB Ankle Lock,67.0,155.0,1.7,70.31
Felix Lee Mitchell,Orthodox,0.0,1.3333333333333333,186.0,SUB Rear Naked Choke,,,,
David Mitchell,Orthodox,0.25,2.8,275.0,U-DEC,72.0,170.0,1.83,77.11
Danny Mitchell,Orthodox,0.0,3.0,300.0,U-DEC,74.0,170.0,1.88,77.11
Brad Mitchell,,,,,None,71.0,145.0,1.8,65.77
Clay Mitchell,,,,,None,74.0,185.0,1.88,83.91
Bryce Mitchell,Southpaw,3.5,2.4444444444444446,263.0,U-DEC,70.0,145.0,1.78,65.77
Maurice Mitchell,Orthodox,0.0,1.0,237.0,SUB Rear Naked Choke,69.0,145.0,1.75,65.77
Roman Mitichyan,Orthodox,1.0,1.5,83.0,SUB Ankle Lock,70.0,170.0,1.78,77.11
Matt Mitrione,Switch,,,,None,75.0,265.0,1.91,120.2
Eiji Mitsuoka,Southpaw,0.3333333333333333,2.0,309.0,KO/TKO Punches,67.0,145.0,1.7,65.77
Hiromitsu Miura,Orthodox,0.6666666666666666,2.2,206.0,KO/TKO Punches,69.0,170.0,1.75,77.11
JonathanMix,,,3.0,227.0,SUB Rear Naked Choke,72.0,168.0,1.83,76.2
Tomoya Miyashita,Southpaw,,3.0,300.0,U-DEC,67.0,139.0,1.7,63.05
Kazuyuki Miyata,Orthodox,1.3333333333333333,2.2857142857142856,321.0,U-DEC,68.0,139.0,1.73,63.05
Motoki Miyazawa,Southpaw,0.0,1.0,537.0,KO/TKO,71.0,168.0,1.8,76.2
Takeya Mizugaki,Orthodox,1.1111111111111112,2.6315789473684212,257.0,U-DEC,67.0,135.0,1.7,61.23
Tatsuya Mizuno,Southpaw,0.5,1.0,253.0,KO/TKO Knee,73.0,205.0,1.85,92.99
Roxanne Modafferi,Orthodox,,,,None,67.0,125.0,1.7,56.7
Bobby Moffett,Orthodox,,,,None,70.0,145.0,1.78,65.77
Bronson Mohika,,,,,None,,135.0,,61.23
Nate Mohr,Orthodox,0.3333333333333333,2.0,198.0,SUB Ankle Lock,69.0,155.0,1.75,70.31
Renato Moicano,Orthodox,2.2,2.1875,208.0,SUB Rear Naked Choke,71.0,155.0,1.8,70.31
Thiago Moises,Orthodox,1.3333333333333333,2.4285714285714284,225.0,U-DEC,69.0,155.0,1.75,70.31
Muhammad Mokaev,,,2.6666666666666665,229.0,U-DEC,69.0,125.0,1.75,56.7
Ashkan Mokhtarian,Southpaw,0.0,3.0,229.0,KO/TKO Kick,66.0,125.0,1.68,56.7
Suman Mokhtarian,Orthodox,0.0,2.0,217.0,KO/TKO Punches,68.0,145.0,1.73,65.77
Dan Molina,,,1.0,43.0,SUB Heel Hook,70.0,216.0,1.78,97.98
Jeff Molina,Orthodox,,2.75,236.0,U-DEC,66.0,125.0,1.68,56.7
Rudyard Moncayo,Orthodox,0.0,1.0,68.0,SUB Rear Naked Choke,70.0,195.0,1.78,88.45
Hidetaka Monma,Orthodox,0.0,1.0,252.0,KO/TKO Punches,72.0,168.0,1.83,76.2
Jeff Monson,Orthodox,1.0,2.4166666666666665,268.0,U-DEC,69.0,247.0,1.75,112.04
Darrell Montague,Southpaw,0.0,1.6666666666666667,216.0,KO/TKO Punches,66.0,125.0,1.68,56.7
Andrew Montanez,,1.0,2.0,155.0,KO/TKO,,185.0,,83.91
Augusto Montano,Orthodox,0.5,2.3333333333333335,283.0,KO/TKO Punches,73.0,170.0,1.85,77.11
Erick Montano,Orthodox,0.5,2.3333333333333335,124.0,SUB Guillotine Choke,72.0,170.0,1.83,77.11
Nicco Montano,Southpaw,1.0,4.0,300.0,U-DEC,65.0,135.0,1.65,61.23
Alberto Montes,,,,,None,67.0,135.0,1.7,61.23
Steve Montgomery,Southpaw,0.0,2.0,231.0,KO/TKO Punch,76.0,185.0,1.93,83.91
James Moontasri,Switch,0.5,2.1666666666666665,243.0,SUB Rear Naked Choke,70.0,170.0,1.78,77.11
Homer Moore,Orthodox,0.0,2.0,55.0,SUB Armbar,70.0,205.0,1.78,92.99
Todd Moore,Southpaw,0.25,2.2,230.0,U-DEC,69.0,170.0,1.75,77.11
Nate Moore,,1.0,1.75,84.0,KO/TKO Punch,72.0,170.0,1.83,77.11
Dustin Moore,,,,,None,64.0,125.0,1.63,56.7
Taylor Moore,Southpaw,0.0,3.0,300.0,U-DEC,70.0,135.0,1.78,61.23
Sergio Moraes,Orthodox,1.6,2.8461538461538463,275.0,U-DEC,72.0,170.0,1.83,77.11
Marlon Moraes,Orthodox,0.8333333333333334,1.9090909090909092,197.0,KO/TKO Punches,66.0,135.0,1.68,61.23
Sheymon Moraes,Orthodox,0.6666666666666666,2.6,271.0,U-DEC,68.0,145.0,1.73,65.77
John Moraga,Orthodox,1.3333333333333333,2.642857142857143,228.0,U-DEC,66.0,125.0,1.68,56.7
Ricardo Morais,Orthodox,0.5,1.3333333333333333,367.0,KO/TKO Punches,80.0,270.0,2.03,122.47
Leonardo Morales,Southpaw,0.0,2.0,227.0,SUB Rear Naked Choke,68.0,135.0,1.73,61.23
Albert Morales,Orthodox,0.25,3.2,290.0,U-DEC,69.0,135.0,1.75,61.23
Joseph Morales,Switch,0.5,2.0,270.0,S-DEC,66.0,125.0,1.68,56.7
Vince Morales,Orthodox,0.5,2.5555555555555554,255.0,U-DEC,67.0,135.0,1.7,61.23
Omar Morales,Orthodox,1.0,2.625,245.0,U-DEC,71.0,145.0,1.8,65.77
Michael Morales,Orthodox,,2.6,243.0,U-DEC,72.0,170.0,1.83,77.11
Sarah Moras,Orthodox,0.5,2.6666666666666665,251.0,U-DEC,67.0,135.0,1.7,61.23
Christian Morecraft,Orthodox,0.3333333333333333,1.75,189.0,KO/TKO Punch,78.0,260.0,1.98,117.93
Joe Moreira,Southpaw,1.0,1.5,390.0,U-DEC,71.0,195.0,1.8,88.45
Richardson Moreira,Orthodox,0.0,2.0,160.0,S-DEC,74.0,185.0,1.88,83.91
Gisele Moreira,Orthodox,,3.0,300.0,S-DEC,66.0,135.0,1.68,61.23
Vinicius Moreira,Orthodox,0.25,1.4,154.0,KO/TKO Punch,76.0,205.0,1.93,92.99
Jesse Moreng,Orthodox,0.0,3.0,209.0,SUB Triangle Choke,67.0,145.0,1.7,65.77
Brandon Moreno,Orthodox,1.8,3.7857142857142856,314.0,U-DEC,67.0,125.0,1.7,56.7
Mike Moreno,,0.0,3.0,300.0,U-DEC,72.0,185.0,1.83,83.91
Dan Moret,Southpaw,0.0,2.6666666666666665,219.0,U-DEC,72.0,155.0,1.83,70.31
Sammy Morgan,Orthodox,0.0,1.8,138.0,KO/TKO Kick,70.0,170.0,1.78,77.11
Peggy Morgan,,0.0,3.0,300.0,U-DEC,73.0,135.0,1.85,61.23
Alex Morono,Orthodox,1.8571428571428572,2.65,271.0,U-DEC,71.0,170.0,1.8,77.11
Maryna Moroz,Orthodox,1.0,2.5833333333333335,274.0,U-DEC,67.0,125.0,1.7,56.7
Sergey Morozov,Orthodox,1.5,2.6,264.0,U-DEC,66.0,135.0,1.68,61.23
Brad Morris,Orthodox,0.0,1.5,152.0,KO/TKO Punches,74.0,205.0,1.88,92.99
Scott Morris,Orthodox,1.0,1.0,25.0,SUB Guillotine Choke,70.0,210.0,1.78,95.25
Anthony Morrison,Orthodox,0.0,1.0,123.0,SUB Guillotine Choke,67.0,145.0,1.7,65.77
Jack Morrison,,0.0,1.0,87.0,SUB Rear Naked Choke,71.0,205.0,1.8,92.99
Harry Moskowitz,Orthodox,0.0,1.5,450.0,S-DEC,77.0,275.0,1.96,124.74
Juan Mott,Switch,0.0,1.0,227.0,SUB Rear Naked Choke,72.0,190.0,1.83,86.18
Nikolas Motta,Orthodox,1.5,2.2,202.0,KO/TKO Punch,69.0,155.0,1.75,70.31
Flavio Luiz Moura,Open Stance,0.0,1.0,174.0,SUB Heel Hook,71.0,183.0,1.8,83.01
Gegard Mousasi,Orthodox,,,,None,74.0,185.0,1.88,83.91
Kris Moutinho,Southpaw,,,,None,67.0,135.0,1.7,61.23
Kin Moy,,,,,None,65.0,135.0,1.65,61.23
Jamie Moyle,Orthodox,0.5,3.0,300.0,U-DEC,61.0,115.0,1.55,52.16
Askar Mozharov,,0.0,1.0,280.0,KO/TKO Elbows,75.0,205.0,1.91,92.99
Garrett Mueller,,,,,None,69.0,135.0,1.75,61.23
Lauren Mueller,Orthodox,0.6666666666666666,2.6,288.0,U-DEC,65.0,125.0,1.65,56.7
Belal Muhammad,Orthodox,4.666666666666667,3.176470588235294,274.0,U-DEC,71.0,170.0,1.8,77.11
Fazlo Mulabitinovic,,,,,None,,135.0,,61.23
Quinn Mulhern,Orthodox,1.0,2.6666666666666665,272.0,U-DEC,75.0,155.0,1.91,70.31
James Mulheron,Orthodox,0.0,3.0,300.0,U-DEC,70.0,243.0,1.78,110.22
Jamie Mullarkey,Orthodox,0.8333333333333334,2.1818181818181817,211.0,U-DEC,72.0,155.0,1.83,70.31
Jim Mullen,Southpaw,0.0,1.0,482.0,KO/TKO Knees,73.0,215.0,1.85,97.52
Pedro Munhoz,Orthodox,,,,None,66.0,135.0,1.68,61.23
Andre Muniz,Southpaw,4.0,2.1,244.0,U-DEC,73.0,185.0,1.85,83.91
Mark Munoz,Orthodox,1.8333333333333333,1.8823529411764706,219.0,KO/TKO Punches,72.0,185.0,1.83,83.91
Alexander Munoz,Switch,1.0,3.0,300.0,U-DEC,69.0,155.0,1.75,70.31
Johnny Munoz,Orthodox,0.5,2.5,237.0,U-DEC,69.0,135.0,1.75,61.23
Andy Murad,,,,,None,69.0,185.0,1.75,83.91
Olivier Murad,Southpaw,,3.0,300.0,S-DEC,70.0,145.0,1.78,65.77
Makhmud Muradov,Orthodox,2.0,3.0,241.0,U-DEC,74.0,185.0,1.88,83.91
Kazunari Murakami,Orthodox,1.0,1.0,256.0,SUB Armbar,73.0,220.0,1.85,99.79
Ryuichi Murata,Orthodox,0.0,1.0,570.0,SUB Armbar,68.0,183.0,1.73,83.01
Kanako Murata,Orthodox,0.5,2.6666666666666665,300.0,U-DEC,61.0,115.0,1.55,52.16
Vince Murdock,Orthodox,0.0,3.0,44.0,KO/TKO Punches,66.0,145.0,1.68,65.77
Tom Murphy,Southpaw,,3.0,119.0,KO/TKO Punches,74.0,227.0,1.88,102.97
Ian Murphy,Orthodox,0.0,1.0,218.0,SUB Rear Naked Choke,73.0,185.0,1.85,83.91
Jon Murphy,Orthodox,0.0,1.0,61.0,KO/TKO Punches,75.0,260.0,1.91,117.93
Lauren Murphy,Orthodox,1.3333333333333333,3.0,275.0,U-DEC,65.0,125.0,1.65,56.7
Patrick Murphy,,1.0,3.0,300.0,M-DEC,72.0,170.0,1.83,77.11
Lerone Murphy,Orthodox,,3.3333333333333335,295.0,U-DEC,69.0,145.0,1.75,65.77
Lee Murray,Orthodox,1.0,2.0,202.0,SUB Triangle Choke,75.0,185.0,1.91,83.91
Jesse Murray,Orthodox,0.0,1.0,101.0,KO/TKO Punch,75.0,205.0,1.91,92.99
Khalid Murtazaliev,Orthodox,,2.0,300.0,KO/TKO Punches,72.0,185.0,1.83,83.91
Azamat Murzakanov,Southpaw,,2.5,150.0,KO/TKO Punch,70.0,225.0,1.78,102.06
Nicholas Musoke,Orthodox,1.0,2.6666666666666665,277.0,U-DEC,72.0,170.0,1.83,77.11
Andre Mussi,Orthodox,0.0,1.0,51.0,KO/TKO Punch,75.0,242.0,1.91,109.77
Magomed Mustafaev,Orthodox,1.5,1.8,195.0,KO/TKO,68.0,155.0,1.73,70.31
Max Mustaki,Orthodox,0.0,1.0,300.0,KO/TKO,72.0,155.0,1.83,70.31
Elvis Mutapcic,Orthodox,0.0,4.0,403.0,S-DEC,72.0,185.0,1.83,83.91
Fiona Muxlow,,0.0,1.0,209.0,SUB Armbar,64.0,145.0,1.63,65.77
Ho Bae Myeon,Orthodox,0.0,1.0,19.0,KO/TKO Kick,71.0,168.0,1.8,76.2
Na Liang,Orthodox,0.0,2.0,137.0,KO/TKO Punches,65.0,115.0,1.65,52.16
Katsuhiko Nagata,Southpaw,0.3333333333333333,1.25,308.0,SUB Gogo Plata,67.0,154.0,1.7,69.85
Yuji Nagata,Orthodox,0.0,1.0,41.0,KO/TKO Kick,72.0,225.0,1.83,102.06
Greg Nagy,Orthodox,0.0,3.0,137.0,KO/TKO Punches,73.0,210.0,1.85,95.25
Logan Nail,,,,,None,,185.0,,83.91
Muhammad Naimov,Orthodox,1.5,2.4,179.0,U-DEC,69.0,145.0,1.75,65.77
Yukiya Naito,Orthodox,0.0,1.0,234.0,KO/TKO Punches,73.0,205.0,1.85,92.99
Andrews Nakahara,Orthodox,1.0,1.5,237.0,SUB Neck Crank,73.0,185.0,1.85,83.91
Rin Nakai,Orthodox,0.0,3.0,300.0,U-DEC,61.0,135.0,1.55,61.23
Kazuhiro Nakamura,Orthodox,1.3333333333333333,2.0476190476190474,272.0,U-DEC,71.0,205.0,1.8,92.99
Keita Nakamura,Southpaw,0.7142857142857143,2.8333333333333335,286.0,U-DEC,71.0,170.0,1.8,77.11
Daisuke Nakamura,Orthodox,1.0,1.75,230.0,U-DEC,67.0,154.0,1.7,69.85
Yusaku Nakamura,,0.0,1.0,523.0,KO/TKO Punches,65.0,145.0,1.65,65.77
Jutaro Nakao,Southpaw,1.0,2.0,221.0,KO/TKO Punch,69.0,170.0,1.75,77.11
Yoshihiro Nakao,Southpaw,2.0,1.6666666666666667,370.0,SUB Neck Crank,72.0,220.0,1.83,99.79
Yui Chul Nam,Orthodox,0.5,3.0,300.0,S-DEC,69.0,145.0,1.75,65.77
Tyson Nam,Orthodox,0.6,2.25,191.0,U-DEC,67.0,125.0,1.7,56.7
Rose Namajunas,Orthodox,2.0,3.1333333333333333,226.0,U-DEC,65.0,115.0,1.65,52.16
Yasuhito Namekawa,Orthodox,1.0,1.0,213.0,SUB Guillotine Choke,69.0,205.0,1.75,92.99
Nad Narimani,Orthodox,1.0,2.75,295.0,U-DEC,68.0,145.0,1.73,65.77
Roger Narvaez,Southpaw,0.5,2.3333333333333335,231.0,KO/TKO Punches,75.0,185.0,1.91,83.91
Fabio Nascimento,Orthodox,0.0,2.0,231.0,SUB Heel Hook,70.0,185.0,1.78,83.91
Allan Nascimento,Orthodox,1.0,2.5,274.0,S-DEC,68.0,125.0,1.73,56.7
Rodrigo Nascimento,Orthodox,,,,None,74.0,246.0,1.88,111.58
Bobby Nash,Orthodox,0.0,1.6666666666666667,179.0,KO/TKO Punch,72.0,170.0,1.83,77.11
Reza Nasri,Orthodox,0.0,1.0,28.0,KO/TKO Punches,71.0,205.0,1.8,92.99
Nasrudin Nasrudinov,Orthodox,0.0,2.0,109.0,SUB Rear Naked Choke,72.0,205.0,1.83,92.99
Pawel Nastula,Southpaw,0.3333333333333333,1.25,375.0,SUB Armbar,72.0,230.0,1.83,104.33
Rafael Natal,Orthodox,1.2857142857142858,2.75,287.0,U-DEC,72.0,185.0,1.83,83.91
Kevin Natividad,Orthodox,0.0,2.3333333333333335,173.0,KO/TKO Punch,66.0,145.0,1.68,65.77
Ismail Naurdiev,Orthodox,1.0,3.0,300.0,U-DEC,70.0,170.0,1.78,77.11
Danny Navarro,,,,,None,70.0,155.0,1.78,70.31
Marcio Navarro,,,,,None,72.0,155.0,1.83,70.31
Tafon Nchukwi,Orthodox,0.75,2.5714285714285716,205.0,U-DEC,72.0,205.0,1.83,92.99
Dustin Neace,,0.0,1.5,158.0,SUB Injury,69.0,145.0,1.75,65.77
Josh Neal,,0.0,1.3333333333333333,88.0,KO/TKO,72.0,185.0,1.83,83.91
Joe Neal,,,,,None,66.0,135.0,1.68,61.23
Geoff Neal,Southpaw,2.0,2.5,207.0,KO/TKO Punches,71.0,170.0,1.8,77.11
Stanislav Nedkov,Orthodox,0.5,2.3333333333333335,241.0,SUB Guillotine Choke,71.0,205.0,1.8,92.99
Josh Neer,Orthodox,0.6666666666666666,2.2,239.0,U-DEC,71.0,170.0,1.8,77.11
Nicolae Negumereanu,Orthodox,2.0,2.1666666666666665,235.0,S-DEC,72.0,205.0,1.83,92.99
Steve Nelmark,Orthodox,2.0,1.0,201.0,KO/TKO Punch,72.0,240.0,1.83,108.86
Shane Nelson,Southpaw,1.0,2.5,236.0,U-DEC,69.0,155.0,1.75,70.31
Roy Nelson,Orthodox,0.75,2.380952380952381,227.0,KO/TKO Punch,72.0,263.0,1.83,119.29
Gunnar Nelson,Switch,2.0,2.2,241.0,SUB Rear Naked Choke,71.0,170.0,1.8,77.11
Kyle Nelson,Switch,1.0,2.75,227.0,U-DEC,71.0,155.0,1.8,70.31
Lissette Neri,,,,,None,62.0,145.0,1.57,65.77
Mario Neto,Orthodox,0.0,2.0,17.0,KO/TKO Punch,72.0,229.0,1.83,103.87
Antonio Braga Neto,Orthodox,0.5,2.3333333333333335,186.0,S-DEC,75.0,185.0,1.91,83.91
Julio Cesar Neves Jr.,,,,,None,68.0,145.0,1.73,65.77
Nick Newell,Southpaw,0.0,3.0,300.0,U-DEC,70.0,155.0,1.78,70.31
Journey Newson,Orthodox,0.25,2.6,220.0,U-DEC,65.0,135.0,1.65,61.23
Jeff Newton,Sideways,0.0,2.0,125.0,SUB Rear Naked Choke,74.0,205.0,1.88,92.99
Carlos Newton,Orthodox,1.0,2.0,255.0,U-DEC,69.0,170.0,1.75,77.11
Emanuel Newton,,,,,None,73.0,205.0,1.85,92.99
Francis Ngannou,Orthodox,6.0,1.9285714285714286,142.0,KO/TKO Punch,76.0,250.0,1.93,113.4
Ben Nguyen,Switch,1.3333333333333333,2.0,212.0,SUB Rear Naked Choke,65.0,125.0,1.65,56.7
Steven Nguyen,Switch,1.0,2.75,280.0,U-DEC,71.0,145.0,1.8,65.77
Alex Nicholson,Orthodox,0.3333333333333333,1.75,201.0,SUB Neck Crank,76.0,185.0,1.93,83.91
Mike Nickels,Orthodox,1.0,1.0,162.0,SUB Rear Naked Choke,76.0,205.0,1.93,92.99
Matheus Nicolau,Orthodox,2.3333333333333335,2.4,230.0,U-DEC,66.0,125.0,1.68,56.7
Jaimelene Nievera,Orthodox,0.0,2.0,202.0,KO/TKO Knees,65.0,125.0,1.65,56.7
Khomkrit Niimi,,,,,None,62.0,125.0,1.57,56.7
Tom Niinimaki,Orthodox,0.3333333333333333,1.75,230.0,SUB Rear Naked Choke,69.0,145.0,1.75,65.77
Ramsey Nijem,Orthodox,1.0,2.0,207.0,U-DEC,71.0,155.0,1.8,70.31
Hans Nijman,Switch,0.0,1.0,168.0,SUB Neck Crank,72.0,250.0,1.83,113.4
Jack Nilson,,1.0,1.0,184.0,KO/TKO Elbows,,,,
Mats Nilsson,Orthodox,0.0,2.0,282.0,KO/TKO Kick,73.0,170.0,1.85,77.11
Guangyou Ning,Southpaw,1.0,2.75,299.0,U-DEC,64.0,145.0,1.63,65.77
Soichi Nishida,Orthodox,0.0,1.0,24.0,SUB Rear Naked Choke,71.0,320.0,1.8,145.15
Yosuke Nishijima,Orthodox,0.0,1.5,158.0,SUB Triangle Choke,69.0,205.0,1.75,92.99
Akiyo Nishiura,Southpaw,0.3333333333333333,1.75,267.0,U-DEC,68.0,139.0,1.73,63.05
Anthony Njokuani,Orthodox,0.875,2.2666666666666666,215.0,U-DEC,73.0,155.0,1.85,70.31
Chidi Njokuani,Orthodox,1.3333333333333333,2.0,191.0,KO/TKO Punches,75.0,185.0,1.91,83.91
Derrick Noble,Southpaw,0.0,1.0,174.0,KO/TKO Punches,69.0,170.0,1.75,77.11
Kyle Noblitt,,,,,None,74.0,243.0,1.88,110.22
Pedro Nobre,,,,,CNC,65.0,135.0,1.65,61.23
Jacob Noe,,,3.0,300.0,U-DEC,,205.0,,92.99
Antonio Rodrigo Nogueira,Orthodox,2.5555555555555554,2.03125,238.0,U-DEC,75.0,240.0,1.91,108.86
Rogerio Nogueira,Southpaw,2.111111111111111,2.142857142857143,235.0,U-DEC,74.0,205.0,1.88,92.99
Alexandre Franca Nogueira,Orthodox,0.0,2.0,202.0,KO/TKO Elbows,67.0,145.0,1.7,65.77
Talita Nogueira,,,,,None,70.0,145.0,1.78,65.77
Kyle Noke,Southpaw,1.1666666666666667,2.076923076923077,220.0,U-DEC,73.0,170.0,1.85,77.11
Nick Nolte,,,1.0,225.0,SUB Triangle Choke,72.0,170.0,1.83,77.11
KJ Noons,Orthodox,1.125,2.5294117647058822,227.0,U-DEC,70.0,155.0,1.78,70.31
Sage Northcutt,Orthodox,3.0,2.25,184.0,U-DEC,72.0,170.0,1.83,77.11
Jan Nortje,Southpaw,0.5,1.0,102.0,KO/TKO Punches,73.0,310.0,1.85,140.61
Scott Norton,Orthodox,0.0,2.0,57.0,SUB Guillotine Choke,70.0,170.0,1.78,77.11
Jonatas Novaes,,0.0,3.0,300.0,U-DEC,71.0,170.0,1.8,77.11
Jason Novelli,Orthodox,0.0,2.5,192.0,S-DEC,72.0,155.0,1.83,70.31
Phillipe Nover,Orthodox,0.16666666666666666,2.7142857142857144,266.0,S-DEC,69.0,145.0,1.75,65.77
Shayilan Nuerdanbieke,Orthodox,1.0,2.5,185.0,U-DEC,68.0,145.0,1.73,65.77
Diego Nunes,Orthodox,1.75,3.0,300.0,U-DEC,66.0,145.0,1.68,65.77
Amanda Nunes,Orthodox,5.666666666666667,2.5,193.0,KO/TKO Punches,68.0,135.0,1.73,61.23
Nina Nunes,Orthodox,1.25,2.7777777777777777,289.0,U-DEC,65.0,115.0,1.65,52.16
Istela Nunes,Orthodox,0.0,2.25,189.0,SUB Rear Naked Choke,64.0,115.0,1.63,52.16
Josiane Nunes,Southpaw,3.0,2.5,298.0,U-DEC,62.0,135.0,1.57,61.23
Khabib Nurmagomedov,Orthodox,,2.923076923076923,216.0,U-DEC,70.0,155.0,1.78,70.31
Said Nurmagomedov,Orthodox,3.5,2.0,194.0,U-DEC,68.0,135.0,1.73,61.23
Abubakar Nurmagomedov,Orthodox,1.0,2.5,267.0,U-DEC,71.0,170.0,1.8,77.11
Umar Nurmagomedov,Orthodox,,2.0,258.0,SUB Rear Naked Choke,68.0,135.0,1.73,61.23
Kennedy Nzechukwu,Southpaw,1.6,2.3076923076923075,184.0,S-DEC,77.0,205.0,1.96,92.99
Jake O'Brien,Orthodox,1.0,2.125,190.0,KO/TKO Punches,75.0,205.0,1.91,92.99
TJ O'Brien,Orthodox,0.0,2.0,177.0,SUB Guillotine Choke,74.0,155.0,1.88,70.31
Sean O'Connell,Orthodox,0.4,2.0,177.0,KO/TKO Punches,73.0,205.0,1.85,92.99
Dan O'Connor,,,,,None,64.0,115.0,1.63,52.16
Sean O'Haire,Orthodox,0.0,1.0,29.0,KO/TKO Punches,77.0,270.0,1.96,122.47
Sean O'Malley,Switch,11.0,2.4166666666666665,249.0,KO/TKO Punches,71.0,135.0,1.8,61.23
Jeremiah O'Neal,,,,,None,68.0,260.0,1.73,117.93
Chuck O'Neil,,0.0,3.0,300.0,U-DEC,74.0,170.0,1.88,77.11
Casey O'Neill,Orthodox,2.0,2.5,226.0,KO/TKO Punches,66.0,125.0,1.68,56.7
Brendan O'Reilly,Orthodox,0.3333333333333333,2.5,258.0,U-DEC,67.0,170.0,1.7,77.11
Takahiro Oba,Southpaw,0.0,1.0,264.0,SUB Armbar,68.0,200.0,1.73,90.72
Nobuhiro Obiya,Orthodox,0.0,2.0,300.0,U-DEC,68.0,145.0,1.73,65.77
Christian Ocon,Orthodox,0.0,3.0,300.0,U-DEC,68.0,135.0,1.73,61.23
Richard Odoms,Orthodox,,,,None,77.0,265.0,1.96,120.2
Volkan Oezdemir,Orthodox,1.3333333333333333,2.2142857142857144,210.0,KO/TKO Punch,74.0,205.0,1.88,92.99
Naoya Ogawa,Orthodox,2.0,1.3333333333333333,146.0,SUB Armbar,76.0,255.0,1.93,115.67
Andy Ogle,Orthodox,0.2,2.6666666666666665,228.0,U-DEC,68.0,145.0,1.73,65.77
Michiyoshi Ohara,Orthodox,0.0,3.0,300.0,U-DEC,70.0,205.0,1.78,92.99
Koji Oishi,Orthodox,0.0,2.0,192.0,KO/TKO Punch,68.0,170.0,1.73,77.11
Takayuki Okada,Orthodox,0.0,1.0,364.0,SUB Other - Choke,73.0,290.0,1.85,131.54
Yushin Okami,Southpaw,2.0,2.5416666666666665,236.0,U-DEC,74.0,170.0,1.88,77.11
JJ Okanovich,Orthodox,,3.0,300.0,U-DEC,71.0,155.0,1.8,70.31
Kazuki Okubo,Orthodox,1.0,2.0,435.0,SUB Armbar,71.0,175.0,1.8,79.38
Masakatsu Okuda,,0.0,1.0,211.0,KO/TKO Punches,,,,
Aleksei Oleinik,Orthodox,1.125,1.7058823529411764,196.0,SUB Scarf Hold,74.0,240.0,1.88,108.86
Michal Oleksiejczuk,Southpaw,1.1666666666666667,1.6923076923076923,193.0,KO/TKO Punch,72.0,205.0,1.83,92.99
Rafaello Oliveira,Orthodox,0.3333333333333333,2.375,220.0,U-DEC,68.0,155.0,1.73,70.31
Charles Oliveira,Orthodox,2.2,1.96875,158.0,SUB Guillotine Choke,70.0,155.0,1.78,70.31
Jorge Oliveira,,,,,S-DEC,73.0,205.0,1.85,92.99
Ednaldo Oliveira,Orthodox,0.0,2.0,251.0,SUB Rear Naked Choke,77.0,205.0,1.96,92.99
